"time [s]";"load factor";"airspeed [km/h]"
512.7;1.19;106.436
512.8;0.94;104.242
512.9;0.92;103.144
513.0;1.22;104.242
513.1;1.34;104.242
513.2;0.94;108.631
513.3;1.25;104.242
513.4;1.06;103.144
513.5;1.13;106.436
513.6;1.01;104.242
513.7;1.1;104.242
513.8;1.09;105.339
513.9;1.01;105.339
514.0;0.97;104.242
514.1;0.99;102.047
514.2;0.94;100.95
514.3;1.01;102.047
514.4;1.27;105.339
514.5;1.09;103.144
514.6;0.98;102.047
514.7;1.14;100.95
514.8;1.24;106.436
514.9;1.06;104.242
515.0;1.01;104.242
515.1;1.01;103.144
515.2;1.18;102.047
515.3;0.97;104.242
515.4;0.95;103.144
515.5;1.14;104.242
515.6;1.18;103.144
515.7;0.91;103.144
515.8;1.01;102.047
515.9;1.06;99.8525
516.0;0.9;100.95
516.1;0.83;99.8525
516.2;0.84;102.047
516.3;1.1;103.144
516.4;1.12;100.95
516.5;1.11;104.242
516.6;1.14;103.144
516.7;1.11;105.339
516.8;1.09;103.144
516.9;1.15;104.242
517.0;1.2;105.339
517.1;1.16;103.144
517.2;1.13;104.242
517.3;1.13;105.339
517.4;1.1;104.242
517.5;1.08;104.242
517.6;1.09;104.242
517.7;1.11;105.339
517.8;1.07;103.144
517.9;1.09;104.242
518.0;1.11;104.242
518.1;0.93;105.339
518.2;1.06;104.242
518.3;0.98;104.242
518.4;1.07;104.242
518.5;0.99;103.144
518.6;1.14;105.339
518.7;1.4;104.242
518.8;0.99;105.339
518.9;1.51;106.436
519.0;1.02;103.144
519.1;0.96;99.8525
519.2;1.18;98.7552
519.3;0.92;99.8525
519.4;0.99;102.047
519.5;1.14;100.95
519.6;1.02;105.339
519.7;0.73;104.242
519.8;0.97;103.144
519.9;0.94;102.047
520.0;0.93;100.95
520.1;0.93;99.8525
520.2;0.81;100.95
520.3;0.85;96.5606
520.4;0.83;98.7552
520.5;0.99;95.4634
520.6;1.04;95.4634
520.7;0.99;96.5606
520.8;0.97;98.7552
520.9;1.14;99.8525
521.0;1.19;100.95
521.1;1.04;102.047
521.2;1.14;103.144
521.3;1.29;102.047
521.4;1.26;103.144
521.5;1.3;102.047
521.6;1.52;105.339
521.7;1.23;106.436
521.8;1.38;106.436
521.9;1.34;105.339
522.0;1.09;103.144
522.1;1.23;103.144
522.2;1.15;100.95
522.3;1.3;102.047
522.4;1.39;102.047
522.5;1.48;100.95
522.6;1.24;99.8525
522.7;1.05;97.6579
522.8;1.22;95.4634
522.9;0.98;95.4634
523.0;0.89;96.5606
523.1;1.12;97.6579
523.2;1.21;98.7552
523.3;1.18;97.6579
523.4;0.87;96.5606
523.5;0.95;96.5606
523.6;1.23;97.6579
523.7;1.31;97.6579
523.8;1.16;97.6579
523.9;1.31;97.6579
524.0;1.12;97.6579
524.1;1.62;103.144
524.2;1.43;102.047
524.3;1.17;103.144
524.4;1.37;107.533
524.5;1.62;107.533
524.6;1.59;107.533
524.7;2.06;107.533
524.8;1.57;105.339
524.9;1.37;106.436
525.0;1.33;103.144
525.1;1.09;104.242
525.2;1.44;106.436
525.3;1.53;107.533
525.4;2.03;110.825
525.5;1.77;110.825
525.6;1.62;107.533
525.7;1.34;104.242
525.8;1.23;103.144
525.9;1.14;99.8525
526.0;1.2;98.7552
